DiscriminatorLoss,GeneratorLoss
0.48639047772479455,2.362862032649139
0.29134253044962277,2.7410573011421295
0.2392547879095316,2.950189898365399
0.2554724730527075,3.079249578123296
0.2406615814603209,3.042906431382845
0.29832126673542314,2.6752678450884035
0.32147240445045433,2.553474508357114
0.30068575538025066,2.5309276785200896
0.4967783216466442,2.22196148362173
0.43764291203773276,2.1635098132521495
0.5660644898310208,1.9329275125922485
0.6847759048015127,1.6546868326710373
0.8156440101695127,1.4423580719322049
1.0970804246075183,1.1668085879590138
1.423993137089382,0.9538108028671717
1.584130301864419,0.8937029655439308
1.7000980479944845,0.8335009158430993
1.9931913093906293,0.7203256566426177
2.321865383677178,0.6093860438941141
2.6203358494870854,0.5585620405223217
2.8875756241636656,0.49840963727848964
3.0960357783567694,0.45286738907053475
3.381594845826588,0.40985112475012053
3.6381398212920746,0.375320460381499
3.891141840105702,0.3442058339645953
4.165648105632828,0.31783732902897355
4.414005730083632,0.2940610003164789
4.657583066663663,0.2718170690380444
4.928969064722247,0.24575654642036715
5.148446394515545,0.22572615569452234
5.352182046476617,0.2105939758370136
5.552939829724712,0.1884202454359969
5.780788241214947,0.17002376585860457
5.991509386518689,0.16235647205370404
6.19596709798507,0.14321986039318454
6.372132490032574,0.13097896737968368
6.519407492196593,0.12653291169156952
6.652026398299025,0.11607952315690025
6.837448229714607,0.10861658069984409
6.954648491626983,0.09840024892043105
7.137881691970684,0.09271240953949002
7.206152796192894,0.09099713078504937
7.368036510327881,0.08079222436406087
7.417534443932181,0.08218785565019783
7.542520175276254,0.07850953342923438
7.579291973432199,0.07339376299966781
7.743145963458467,0.069504542856182
7.753053880378645,0.06985677341564599
7.828984042469057,0.06614966722087895
7.872202631496963,0.06453344445465006
